,,nrmse,nrmse,nrmse,nrmse,nrmse,nrmse,nrmse,nrmse,nrmse
step,,-2,-1,0,1,2,3,4,5,6
mode,plant,,,,,,,,,
3,384,,,,0.2600901,0.29387462,0.30290234,0.30387878,0.30520993,0.30675632
3,643,,,,0.28038216,0.3102515,0.31638902,0.31783324,0.3206575,0.32148534
3,1007,,,,0.29126114,0.33255044,0.34717864,0.35080364,0.3542157,0.35145873
3,56963,,,,0.29352263,0.331041,0.34313476,0.34650636,0.34959728,0.35091433
