,,S,S,S,S,S,S,S,S,S
step,,-2,-1,0,1,2,3,4,5,6
mode,plant,,,,,,,,,
3,862,,,,0.8383527,0.840672,0.84169066,0.81833357,0.82467407,0.80675024
3,1161,,,,0.7839336,0.7200775,0.7251519,0.73592746,0.72029454,0.7203357
3,1467,,,,0.7833611,0.7579563,0.7550068,0.7450183,0.75045407,0.73396283
3,56424,,,,0.6873329,0.6405753,0.64130414,0.62227154,0.6334343,0.6109163
