,,S,S,S,S,S,S,S,S,S
step,,-2,-1,0,1,2,3,4,5,6
mode,plant,,,,,,,,,
3,1005,,,,0.70861936,0.68557674,0.6682203,0.658658,0.6706256,0.652617
3,1190,,,,0.67564577,0.6843771,0.7196593,0.7307313,0.7098797,0.7609287
3,1395,,,,0.6819618,0.71096265,0.71120447,0.7088849,0.69986093,0.6987733
3,17314,,,,0.66855574,0.7049212,0.6978433,0.6944238,0.6900798,0.69761336
