,,nrmse,nrmse,nrmse,nrmse,nrmse,nrmse,nrmse,nrmse,nrmse
step,,-2,-1,0,1,2,3,4,5,6
mode,plant,,,,,,,,,
3,862,,,,0.30075112,0.28012326,0.27895576,0.28073734,0.2812244,0.28201485
3,1161,,,,0.47617278,0.4507581,0.44881403,0.45583564,0.4574211,0.45897868
3,1467,,,,0.39388618,0.39560172,0.39585954,0.40389237,0.40913707,0.41178405
3,56424,,,,0.42719352,0.41004694,0.42683658,0.4304125,0.4357884,0.43642664
