,,S,S,S,S,S,S,S,S,S
step,,-2,-1,0,1,2,3,4,5,6
mode,plant,,,,,,,,,
3,384,,,,0.74524176,0.792115,0.7745442,0.79030615,0.7893655,0.7715488
3,643,,,,0.7375319,0.72831607,0.73885334,0.73806745,0.7559975,0.74099565
3,1007,,,,0.684722,0.67259806,0.65180796,0.6425105,0.6430145,0.63074785
3,56963,,,,0.8020991,0.8103154,0.81895447,0.8081165,0.8080457,0.7972808
