,,nrmse,nrmse,nrmse,nrmse,nrmse,nrmse,nrmse,nrmse,nrmse
step,,-2,-1,0,1,2,3,4,5,6
mode,plant,,,,,,,,,
3,862,,,,0.28066576,0.28221753,0.2814264,0.28257775,0.27978578,0.28153858
3,1161,,,,0.45662186,0.45616925,0.45377553,0.45724326,0.45854226,0.45912334
3,1467,,,,0.40743035,0.40866965,0.41041934,0.4093897,0.41089496,0.41061354
3,56424,,,,0.43345967,0.43358672,0.43442166,0.43199745,0.43450207,0.43647578
