,,S,S,S,S,S,S,S,S,S
step,,-2,-1,0,1,2,3,4,5,6
mode,plant,,,,,,,,,
3,862,,,,0.82920724,0.8134745,0.82311475,0.8299595,0.8255184,0.82217413
3,1161,,,,0.718721,0.7161626,0.7085584,0.71656036,0.7115844,0.7075502
3,1467,,,,0.7463718,0.74735117,0.7387427,0.7383136,0.75242895,0.7345636
3,56424,,,,0.62089545,0.6269285,0.63752353,0.6243185,0.6208893,0.6245257
